PCCO;STRAATNAAM;HSNR.;TOEVOEG;POSTCD;PLAATS;STATUS
F11010074A;CABAUWSEKADE;74;A;3411EE;LOPIK;O
F11010075 ;CABAUWSEKADE;75;;3411EE;LOPIK;O
F11010076 ;CABAUWSEKADE;76;;3411EE;LOPIK;O
F11010077 ;CABAUWSEKADE;77;;3411EE;LOPIK;O
F11010077A;CABAUWSEKADE;77;A;3411EE;LOPIK;O
F11010078 ;CABAUWSEKADE;78;;3411EE;LOPIK;O
F11010079 ;CABAUWSEKADE;79;;3411EE;LOPIK;O
F11010080 ;CABAUWSEKADE;80;;3411EE;LOPIK;O
F11010080A;CABAUWSEKADE;80;A;3411EE;LOPIK;O
F11010080B;CABAUWSEKADE;80;B;3411EE;LOPIK;O
F11010080C;CABAUWSEKADE;80;C;3411EE;LOPIK;O
F11010080D;CABAUWSEKADE;80;D;3411EE;LOPIK;O
F11010080E;CABAUWSEKADE;80;E;3411EE;LOPIK;O
F11010080H;CABAUWSEKADE;80;H;3411EE;LOPIK;O
F11010080K;CABAUWSEKADE;80;K;3411EE;LOPIK;O
F11010080L;CABAUWSEKADE;80;L;3411EE;LOPIK;O
F11010081 ;CABAUWSEKADE;81;;3411EG;LOPIK;O
F11010081A;CABAUWSEKADE;81;A;3411EG;LOPIK;O
F11010082 ;CABAUWSEKADE;82;;3411EG;LOPIK;O
F11010083 ;CABAUWSEKADE;83;;3411EG;LOPIK;O
F11010083A;CABAUWSEKADE;83;A;3411EG;LOPIK;O
F11010084 ;CABAUWSEKADE;84;;3411EG;LOPIK;O
F11010085 ;CABAUWSEKADE;85;;3411EG;LOPIK;O
F11010086 ;CABAUWSEKADE;86;;3411EG;LOPIK;O
F11010086A;CABAUWSEKADE;86;A;3411EG;LOPIK;O
F11010087 ;CABAUWSEKADE;87;;3411EG;LOPIK;O
F11010088 ;CABAUWSEKADE;88;;3411EG;LOPIK;O
F11010088A;CABAUWSEKADE;88;A;3411EG;LOPIK;O
F11010088B;CABAUWSEKADE;88;B;3411EG;LOPIK;O
F11010089 ;CABAUWSEKADE;89;;3411EG;LOPIK;O
F11010089A;CABAUWSEKADE;89;A;3411EG;LOPIK;O
F11010090 ;CABAUWSEKADE;90;;3411EG;LOPIK;O
F11010090A;CABAUWSEKADE;90;A;3411EG;LOPIK;O
F11010090B;CABAUWSEKADE;90;B;3411EG;LOPIK;O
F11010090C;CABAUWSEKADE;90;C;3411EG;LOPIK;O
F11010091 ;CABAUWSEKADE;91;;3411EG;LOPIK;O
F11010092 ;CABAUWSEKADE;92;;3411EG;LOPIK;O
F11010093 ;CABAUWSEKADE;93;;3411EG;LOPIK;O
F11010093A;CABAUWSEKADE;93;A;3411EG;LOPIK;O
F11010093K;CABAUWSEKADE;93;K;3411EG;LOPIK;O
F11010094 ;CABAUWSEKADE;94;;3411EG;LOPIK;O
F11010095 ;CABAUWSEKADE;95;;3411EG;LOPIK;O
F11010096 ;CABAUWSEKADE;96;;3411EG;LOPIK;O
F11010096A;CABAUWSEKADE;96;A;3411EG;LOPIK;O
F22010001 ;DE NOBELAERWEG;1;;3411EJ;LOPIK;O
F22010002 ;DE NOBELAERWEG;2;;3411EJ;LOPIK;O
F22010003 ;DE NOBELAERWEG;3;;3411EJ;LOPIK;O
F22010004 ;DE NOBELAERWEG;4;;3411EJ;LOPIK;O
F22010005 ;DE NOBELAERWEG;5;;3411EJ;LOPIK;O
F22010006 ;DE NOBELAERWEG;6;;3411EJ;LOPIK;O
F22010007 ;DE NOBELAERWEG;7;;3411EJ;LOPIK;O
F22010008 ;DE NOBELAERWEG;8;;3411EJ;LOPIK;O
F22010009 ;DE NOBELAERWEG;9;;3411EJ;LOPIK;O
F22010010 ;DE NOBELAERWEG;10;;3411EJ;LOPIK;O
F22010011 ;DE NOBELAERWEG;11;;3411EJ;LOPIK;O
F22010012 ;DE NOBELAERWEG;12;;3411EJ;LOPIK;O
F22010013 ;DE NOBELAERWEG;13;;3411EJ;LOPIK;O
F22010014 ;DE NOBELAERWEG;14;;3411EJ;LOPIK;O
F22010015 ;DE NOBELAERWEG;15;;3411EJ;LOPIK;O
F22010016 ;DE NOBELAERWEG;16;;3411EJ;LOPIK;O
F22010017 ;DE NOBELAERWEG;17;;3411EJ;LOPIK;O
F22010018 ;DE NOBELAERWEG;18;;3411EJ;LOPIK;O
F22010019 ;DE NOBELAERWEG;19;;3411EJ;LOPIK;O
F22010020 ;DE NOBELAERWEG;20;;3411EK;LOPIK;O
F22010021 ;DE NOBELAERWEG;21;;3411EK;LOPIK;O
F22010022 ;DE NOBELAERWEG;22;;3411EK;LOPIK;O
F22010023 ;DE NOBELAERWEG;23;;3411EK;LOPIK;O
F22010024 ;DE NOBELAERWEG;24;;3411EK;LOPIK;O
F22010025 ;DE NOBELAERWEG;25;;3411EK;LOPIK;O
F22010026 ;DE NOBELAERWEG;26;;3411EK;LOPIK;O
F22010027 ;DE NOBELAERWEG;27;;3411EK;LOPIK;O
F22010028 ;DE NOBELAERWEG;28;;3411EK;LOPIK;O
F22010029 ;DE NOBELAERWEG;29;;3411EK;LOPIK;O
F22010030 ;DE NOBELAERWEG;30;;3411EK;LOPIK;O
F22010031 ;DE NOBELAERWEG;31;;3411EK;LOPIK;O
F22010032 ;DE NOBELAERWEG;32;;3411EK;LOPIK;O
F22010033 ;DE NOBELAERWEG;33;;3411EK;LOPIK;O
F22010034 ;DE NOBELAERWEG;34;;3411EK;LOPIK;O
F22010035 ;DE NOBELAERWEG;35;;3411EK;LOPIK;O
F22010036 ;DE NOBELAERWEG;36;;3411EK;LOPIK;O
F22010037 ;DE NOBELAERWEG;37;;3411EK;LOPIK;O
F22010038 ;DE NOBELAERWEG;38;;3411EK;LOPIK;O
F22010039 ;DE NOBELAERWEG;39;;3411EK;LOPIK;O
F22010040 ;DE NOBELAERWEG;40;;3411EL;LOPIK;O
F22010041 ;DE NOBELAERWEG;41;;3411EL;LOPIK;O
F22010042 ;DE NOBELAERWEG;42;;3411EL;LOPIK;O
F22010043 ;DE NOBELAERWEG;43;;3411EL;LOPIK;O
F22010044 ;DE NOBELAERWEG;44;;3411EL;LOPIK;O
F22010045 ;DE NOBELAERWEG;45;;3411EL;LOPIK;O
F22010046 ;DE NOBELAERWEG;46;;3411EL;LOPIK;O
F22010047 ;DE NOBELAERWEG;47;;3411EL;LOPIK;O
F22010048 ;DE NOBELAERWEG;48;;3411EL;LOPIK;O
F22010049 ;DE NOBELAERWEG;49;;3411EL;LOPIK;O
F22010050 ;DE NOBELAERWEG;50;;3411EL;LOPIK;O
F22010051 ;DE NOBELAERWEG;51;;3411EL;LOPIK;O
F22010052 ;DE NOBELAERWEG;52;;3411EL;LOPIK;O
F22010053 ;DE NOBELAERWEG;53;;3411EL;LOPIK;O
F33010001 ;HENRICUS VINKEWEG;1;;3411EP;LOPIK;O
F33010002 ;HENRICUS VINKEWEG;2;;3411EP;LOPIK;O
F33010003 ;HENRICUS VINKEWEG;3;;3411EP;LOPIK;O
F33010004 ;HENRICUS VINKEWEG;4;;3411EP;LOPIK;O
F33010005 ;HENRICUS VINKEWEG;5;;3411EP;LOPIK;O
F33010006 ;HENRICUS VINKEWEG;6;;3411EP;LOPIK;O
F33010007 ;HENRICUS VINKEWEG;7;;3411EP;LOPIK;O
F33010008 ;HENRICUS VINKEWEG;8;;3411EP;LOPIK;O
F33010009 ;HENRICUS VINKEWEG;9;;3411EP;LOPIK;O
F33010011 ;HENRICUS VINKEWEG;11;;3411EP;LOPIK;O
F44010001 ;JAN KOOIWEG;1;;3411ER;LOPIK;O
F44010002 ;JAN KOOIWEG;2;;3411ER;LOPIK;O
F44010003 ;JAN KOOIWEG;3;;3411ER;LOPIK;O
F44010004 ;JAN KOOIWEG;4;;3411ER;LOPIK;O
F44010005 ;JAN KOOIWEG;5;;3411ER;LOPIK;O
F44010006 ;JAN KOOIWEG;6;;3411ER;LOPIK;O
F44010007 ;JAN KOOIWEG;7;;3411ER;LOPIK;O
F44010008 ;JAN KOOIWEG;8;;3411ER;LOPIK;O
F44010009 ;JAN KOOIWEG;9;;3411ER;LOPIK;O
F44010010 ;JAN KOOIWEG;10;;3411ER;LOPIK;O
F44010011 ;JAN KOOIWEG;11;;3411ER;LOPIK;O
F44010012 ;JAN KOOIWEG;12;;3411ER;LOPIK;O
F44010013 ;JAN KOOIWEG;13;;3411ER;LOPIK;O
F55010001 ;KERKLAAN;1;;3411EM;LOPIK;O
F55010002 ;KERKLAAN;2;;3411EN;LOPIK;O
F55010003 ;KERKLAAN;3;;3411EM;LOPIK;O
F55010004 ;KERKLAAN;4;;3411EN;LOPIK;O
F55010005 ;KERKLAAN;5;;3411EM;LOPIK;O
F55010006 ;KERKLAAN;6;;3411EN;LOPIK;O
F55010007 ;KERKLAAN;7;;3411EM;LOPIK;O
F55010008 ;KERKLAAN;8;;3411EN;LOPIK;O
F55010009 ;KERKLAAN;9;;3411EM;LOPIK;O
F55010010 ;KERKLAAN;10;;3411EN;LOPIK;O
F55010011 ;KERKLAAN;11;;3411EM;LOPIK;O
F55010012 ;KERKLAAN;12;;3411EN;LOPIK;O
F55010013 ;KERKLAAN;13;;3411EM;LOPIK;O
F55010014 ;KERKLAAN;14;;3411EN;LOPIK;O
F55010015 ;KERKLAAN;15;;3411EM;LOPIK;O
F55010016 ;KERKLAAN;16;;3411EN;LOPIK;O
F55010017 ;KERKLAAN;17;;3411EM;LOPIK;O
F55010018 ;KERKLAAN;18;;3411EN;LOPIK;O
F55010019 ;KERKLAAN;19;;3411EM;LOPIK;O
F55010020 ;KERKLAAN;20;;3411EN;LOPIK;O
F55010021 ;KERKLAAN;21;;3411EM;LOPIK;O
F55010022 ;KERKLAAN;22;;3411EN;LOPIK;O
F55010023 ;KERKLAAN;23;;3411EM;LOPIK;O
F55010024 ;KERKLAAN;24;;3411EN;LOPIK;O
F55010025 ;KERKLAAN;25;;3411EM;LOPIK;O
F55010026 ;KERKLAAN;26;;3411EN;LOPIK;O
F55010027 ;KERKLAAN;27;;3411EM;LOPIK;O
F55010028 ;KERKLAAN;28;;3411EN;LOPIK;O
F55010029 ;KERKLAAN;29;;3411EM;LOPIK;O
F55010030 ;KERKLAAN;30;;3411EN;LOPIK;O
F55010031 ;KERKLAAN;31;;3411EM;LOPIK;O
F55010032 ;KERKLAAN;32;;3411EN;LOPIK;O
F55210001 ;BRAETSTRAAT;1;;3411EZ;LOPIK;O
F55410001 ;VAN DER LEDESTRAAT;1;;3411EX;LOPIK;O
F55410002 ;VAN DER LEDESTRAAT;2;;3411EX;LOPIK;O
F55410003 ;VAN DER LEDESTRAAT;3;;3411EX;LOPIK;O
F55410004 ;VAN DER LEDESTRAAT;4;;3411EX;LOPIK;O
F55410005 ;VAN DER LEDESTRAAT;5;;3411EX;LOPIK;O
F55410006 ;VAN DER LEDESTRAAT;6;;3411EX;LOPIK;O
F55410007 ;VAN DER LEDESTRAAT;7;;3411EX;LOPIK;O
F55410008 ;VAN DER LEDESTRAAT;8;;3411EX;LOPIK;O
F55410009 ;VAN DER LEDESTRAAT;9;;3411EX;LOPIK;O
F55410010 ;VAN DER LEDESTRAAT;10;;3411EX;LOPIK;O
F55410011 ;VAN DER LEDESTRAAT;11;;3411EX;LOPIK;O
F55410012 ;VAN DER LEDESTRAAT;12;;3411EX;LOPIK;O
F55410013 ;VAN DER LEDESTRAAT;13;;3411EX;LOPIK;O
F55610001 ;V WIJNGAERDENSTRAAT;1;;3411EV;LOPIK;O
F55610002 ;V WIJNGAERDENSTRAAT;2;;3411EV;LOPIK;O
F55610003 ;V WIJNGAERDENSTRAAT;3;;3411EV;LOPIK;O
F55610004 ;V WIJNGAERDENSTRAAT;4;;3411EV;LOPIK;O
F55610005 ;V WIJNGAERDENSTRAAT;5;;3411EV;LOPIK;O
F55610006 ;V WIJNGAERDENSTRAAT;6;;3411EV;LOPIK;O
F55610007 ;V WIJNGAERDENSTRAAT;7;;3411EV;LOPIK;O
F55810001 ;VAN MIEROPSTRAAT;1;;3411ET;LOPIK;O
F55810003 ;VAN MIEROPSTRAAT;3;;3411ET;LOPIK;O
F55810005 ;VAN MIEROPSTRAAT;5;;3411ET;LOPIK;O
F55810007 ;VAN MIEROPSTRAAT;7;;3411ET;LOPIK;O
F55810009 ;VAN MIEROPSTRAAT;9;;3411ET;LOPIK;O
F55810011 ;VAN MIEROPSTRAAT;11;;3411ET;LOPIK;O
F55810013 ;VAN MIEROPSTRAAT;13;;3411ET;LOPIK;O
F55810015 ;VAN MIEROPSTRAAT;15;;3411ET;LOPIK;O
F55810017 ;VAN MIEROPSTRAAT;17;;3411ET;LOPIK;O
F55810019 ;VAN MIEROPSTRAAT;19;;3411ET;LOPIK;O
F55810021 ;VAN MIEROPSTRAAT;21;;3411ET;LOPIK;O
F55810023 ;VAN MIEROPSTRAAT;23;;3411ET;LOPIK;O
F55810025 ;VAN MIEROPSTRAAT;25;;3411ET;LOPIK;O
F66010003 ;KOLFBAAN;3;;3411ES;LOPIK;O
F66010004 ;KOLFBAAN;4;;3411ES;LOPIK;O
F66010005 ;KOLFBAAN;5;;3411ES;LOPIK;O
F66010006 ;KOLFBAAN;6;;3411ES;LOPIK;O
F66010007 ;KOLFBAAN;7;;3411ES;LOPIK;O
F66010008 ;KOLFBAAN;8;;3411ES;LOPIK;O
F66010009 ;KOLFBAAN;9;;3411ES;LOPIK;O
F66010010 ;KOLFBAAN;10;;3411ES;LOPIK;O
F66010011 ;KOLFBAAN;11;;3411ES;LOPIK;O
F66010012 ;KOLFBAAN;12;;3411ES;LOPIK;O
F66010013 ;KOLFBAAN;13;;3411ES;LOPIK;O
F66010014 ;KOLFBAAN;14;;3411ES;LOPIK;O
F66010015 ;KOLFBAAN;15;;3411ES;LOPIK;O
F66010016 ;KOLFBAAN;16;;3411ES;LOPIK;O
F77010001 ;NIC.VAN CATSWEG;1;;3411EH;LOPIK;O
F77010001A;NIC.VAN CATSWEG;1;A;3411EH;LOPIK;O
F77010002 ;NIC.VAN CATSWEG;2;;3411EH;LOPIK;O
F77010003 ;NIC.VAN CATSWEG;3;;3411EH;LOPIK;O
F77010004 ;NIC.VAN CATSWEG;4;;3411EH;LOPIK;O
F77010005 ;NIC.VAN CATSWEG;5;;3411EH;LOPIK;O
F77010006 ;NIC.VAN CATSWEG;6;;3411EH;LOPIK;O
F77010007 ;NIC.VAN CATSWEG;7;;3411EH;LOPIK;O
F77010008 ;NIC.VAN CATSWEG;8;;3411EH;LOPIK;O
F77010010 ;NIC.VAN CATSWEG;10;;3411EH;LOPIK;O
F77010012 ;NIC.VAN CATSWEG;12;;3411EH;LOPIK;O
F77010014 ;NIC.VAN CATSWEG;14;;3411EH;LOPIK;O
F77010016 ;NIC.VAN CATSWEG;16;;3411EH;LOPIK;O
F77010018 ;NIC.VAN CATSWEG;18;;3411EH;LOPIK;O
F77010020 ;NIC.VAN CATSWEG;20;;3411EH;LOPIK;O
F77010022 ;NIC.VAN CATSWEG;22;;3411EH;LOPIK;O
F77010024 ;NIC.VAN CATSWEG;24;;3411EH;LOPIK;O
F77010026 ;NIC.VAN CATSWEG;26;;3411EH;LOPIK;O
F77010028 ;NIC.VAN CATSWEG;28;;3411EH;LOPIK;O
F77010030 ;NIC.VAN CATSWEG;30;;3411EH;LOPIK;O
F88010071 ;LOPIKERWEG WEST;71;;3411AR;LOPIK;O
F88010071A;LOPIKERWEG WEST;71;A;3411AR;LOPIK;O
F88010072 ;LOPIKERWEG WEST;72;;3411AR;LOPIK;O
F88010073 ;LOPIKERWEG WEST;73;;3411AR;LOPIK;O
F88010073A;LOPIKERWEG WEST;73;A;3411AR;LOPIK;O
F88010074 ;LOPIKERWEG WEST;74;;3411AR;LOPIK;O
F88010076A;LOPIKERWEG WEST;76;A;3411AR;LOPIK;O
F88010077 ;LOPIKERWEG WEST;77;;3411AR;LOPIK;O
F88010078 ;LOPIKERWEG WEST;78;;3411AR;LOPIK;O
F88010078A;LOPIKERWEG WEST;78;A;3411AR;LOPIK;O
F88010079 ;LOPIKERWEG WEST;79;;3411AR;LOPIK;O
F88010081 ;LOPIKERWEG WEST;81;;3411AS;LOPIK;O
F88010082 ;LOPIKERWEG WEST;82;;3411AS;LOPIK;O
F88010083 ;LOPIKERWEG WEST;83;;3411AS;LOPIK;O
F88010083B;LOPIKERWEG WEST;83;B;3411AS;LOPIK;O
F88010084 ;LOPIKERWEG WEST;84;;3411AS;LOPIK;O
F88010085 ;LOPIKERWEG WEST;85;;3411AS;LOPIK;O
F88010086 ;LOPIKERWEG WEST;86;;3411AS;LOPIK;O
F88010086A;LOPIKERWEG WEST;86;A;3411AS;LOPIK;O
F88010086B;LOPIKERWEG WEST;86;B;3411AS;LOPIK;O
F88010087A;LOPIKERWEG WEST;87;A;3411AS;LOPIK;O
F88010089 ;LOPIKERWEG WEST;89;;3411AS;LOPIK;O
F88010090 ;LOPIKERWEG WEST;90;;3411AS;LOPIK;O
F88010090A;LOPIKERWEG WEST;90;A;3411AS;LOPIK;O
F88010091 ;LOPIKERWEG WEST;91;;3411AT;LOPIK;O
F88010092 ;LOPIKERWEG WEST;92;;3411AT;LOPIK;O
F88010093A;LOPIKERWEG WEST;93;A;3411AT;LOPIK;O
F88010094 ;LOPIKERWEG WEST;94;;3411AT;LOPIK;O
F88010095 ;LOPIKERWEG WEST;95;;3411AT;LOPIK;O
F88010095A;LOPIKERWEG WEST;95;A;3411AT;LOPIK;O
F88010097 ;LOPIKERWEG WEST;97;;3411AT;LOPIK;O
F88010098 ;LOPIKERWEG WEST;98;;3411AT;LOPIK;O
F88010099 ;LOPIKERWEG WEST;99;;3411AT;LOPIK;O
F88010099A;LOPIKERWEG WEST;99;A;3411AT;LOPIK;O
F88010099B;LOPIKERWEG WEST;99;B;3411AT;LOPIK;O
F88010100 ;LOPIKERWEG WEST;100;;3411AT;LOPIK;O
F88010101 ;LOPIKERWEG WEST;101;;3411AT;LOPIK;O
F88010101A;LOPIKERWEG WEST;101;A;3411AT;LOPIK;O
F88010102 ;LOPIKERWEG WEST;102;;3411AT;LOPIK;O
F88010102A;LOPIKERWEG WEST;102;A;3411AT;LOPIK;O
F88010102B;LOPIKERWEG WEST;102;B;3411AT;LOPIK;O
F88010103 ;LOPIKERWEG WEST;103;;3411AT;LOPIK;O
F88010103A;LOPIKERWEG WEST;103;A;3411AT;LOPIK;O
F88010107A;LOPIKERWEG WEST;107;A;3411AT;LOPIK;O
F88010108 ;LOPIKERWEG WEST;108;;3411AT;LOPIK;O
F88010109 ;LOPIKERWEG WEST;109;;3411AT;LOPIK;O
F88010110 ;LOPIKERWEG WEST;110;;3411AT;LOPIK;O
F88010112 ;LOPIKERWEG WEST;112;;3411AV;LOPIK;O
F88010113 ;LOPIKERWEG WEST;113;;3411AV;LOPIK;O
F88010114 ;LOPIKERWEG WEST;114;;3411AV;LOPIK;O
F88010115 ;LOPIKERWEG WEST;115;;3411AV;LOPIK;O
F88010115B;LOPIKERWEG WEST;115;B;3411AV;LOPIK;O
F88010116 ;LOPIKERWEG WEST;116;;3411AV;LOPIK;O
G10010001 ;DE ROTONDE;1;;2931WC;KRIMPEN AD LEK;O
G10010002 ;DE ROTONDE;2;;2931WC;KRIMPEN AD LEK;O
G30010001 ;MARIJKE STAETE;1;;2931WB;KRIMPEN AD LEK;O
G30010003 ;MARIJKE STAETE;3;;2931WB;KRIMPEN AD LEK;O
G30010005 ;MARIJKE STAETE;5;;2931WB;KRIMPEN AD LEK;O
G30010009 ;MARIJKE STAETE;9;;2931WB;KRIMPEN AD LEK;O
G30010011 ;MARIJKE STAETE;11;;2931WB;KRIMPEN AD LEK;O
G40010010 ;TIENDWEG;10;;2931LC;KRIMPEN AD LEK;O
G50010001 ;MERCURIUS;1;;2931LJ;KRIMPEN AD LEK;O
G50010013 ;MERCURIUS;13;;2931LJ;KRIMPEN AD LEK;O
G60010001 ;ADM. DE RUYTERSTRAAT;1;;2931AA;KRIMPEN AD LEK;O
H09010070 ;HOOGEIND;70;;3465HD;DRIEBRUGGEN;O
H12010001 ;LAAGEIND;1;;3465KG;DRIEBRUGGEN;O
H12010002 ;LAAGEIND;2;;3465KJ;DRIEBRUGGEN;O
H12010003 ;LAAGEIND;3;;3465KG;DRIEBRUGGEN;O
H12010005 ;LAAGEIND;5;;3465KG;DRIEBRUGGEN;O
H13510002 ;KERKWEG;2;;3465JJ;DRIEBRUGGEN;O
H13510006 ;KERKWEG;6;;3465JJ;DRIEBRUGGEN;O
H13510008 ;KERKWEG;8;;3465JJ;DRIEBRUGGEN;O
H13510012 ;KERKWEG;12;;3465JJ;DRIEBRUGGEN;O
H13510014 ;KERKWEG;14;;3465JJ;DRIEBRUGGEN;O
H13510014A;KERKWEG;14;A;3465JJ;DRIEBRUGGEN;O
H13510016 ;KERKWEG;16;;3465JJ;DRIEBRUGGEN;O
H13510018 ;KERKWEG;18;;3465JJ;DRIEBRUGGEN;O
H13510022 ;KERKWEG;22;;3465JJ;DRIEBRUGGEN;O
H13510024 ;KERKWEG;24;;3465JJ;DRIEBRUGGEN;O
H13510024A;KERKWEG;24;A;3465JJ;DRIEBRUGGEN;O
H13510028 ;KERKWEG;28;;3465JJ;DRIEBRUGGEN;O
H13510030 ;KERKWEG;30;;3465JK;DRIEBRUGGEN;O
H13510030A;KERKWEG;30;A;3465JK;DRIEBRUGGEN;O
H13510030B;KERKWEG;30;B;3465JK;DRIEBRUGGEN;O
H13510032 ;KERKWEG;32;;3465JK;DRIEBRUGGEN;O
H13510034 ;KERKWEG;34;;3465JK;DRIEBRUGGEN;O
H13510036 ;KERKWEG;36;;3465JK;DRIEBRUGGEN;O
H13510040 ;KERKWEG;40;;3465JK;DRIEBRUGGEN;O
H13510042 ;KERKWEG;42;;3465JK;DRIEBRUGGEN;O
H13510044 ;KERKWEG;44;;3465JK;DRIEBRUGGEN;O
H13510044A;KERKWEG;44;A;3465JK;DRIEBRUGGEN;O
H13510046 ;KERKWEG;46;;3465JK;DRIEBRUGGEN;O
H13510048 ;KERKWEG;48;;3465JK;DRIEBRUGGEN;O
H13510048A;KERKWEG;48;A;3465JK;DRIEBRUGGEN;O
H13510050 ;KERKWEG;50;;3465JK;DRIEBRUGGEN;O
H13510050A;KERKWEG;50;A;3465JK;DRIEBRUGGEN;O
H13510052 ;KERKWEG;52;;3465JK;DRIEBRUGGEN;O
H43510001 ;BURG P.FEITSMALAAN;1;;3465KC;DRIEBRUGGEN;O
H43510002 ;BURG P.FEITSMALAAN;2;;3465KC;DRIEBRUGGEN;O
H43510003 ;BURG P.FEITSMALAAN;3;;3465KC;DRIEBRUGGEN;O
H43510004 ;BURG P.FEITSMALAAN;4;;3465KC;DRIEBRUGGEN;O
H43510005 ;BURG P.FEITSMALAAN;5;;3465KC;DRIEBRUGGEN;O
H43510006 ;BURG P.FEITSMALAAN;6;;3465KC;DRIEBRUGGEN;O
H45010003 ;BURG DOORMANSTRAAT;3;;3465KD;DRIEBRUGGEN;O
H45010004 ;BURG DOORMANSTRAAT;4;;3465KE;DRIEBRUGGEN;O
H45010005 ;BURG DOORMANSTRAAT;5;;3465KD;DRIEBRUGGEN;O
H45010007 ;BURG DOORMANSTRAAT;7;;3465KD;DRIEBRUGGEN;O
H45010008 ;BURG DOORMANSTRAAT;8;;3465KE;DRIEBRUGGEN;O
H45010009 ;BURG DOORMANSTRAAT;9;;3465KD;DRIEBRUGGEN;O
H45010010 ;BURG DOORMANSTRAAT;10;;3465KE;DRIEBRUGGEN;O
H45010011 ;BURG DOORMANSTRAAT;11;;3465KD;DRIEBRUGGEN;O
H45010012 ;BURG DOORMANSTRAAT;12;;3465KE;DRIEBRUGGEN;O
H45010013 ;BURG DOORMANSTRAAT;13;;3465KD;DRIEBRUGGEN;O
H45010014 ;BURG DOORMANSTRAAT;14;;3465KE;DRIEBRUGGEN;O
H45010016 ;BURG DOORMANSTRAAT;16;;3465KE;DRIEBRUGGEN;O
H45010017 ;BURG DOORMANSTRAAT;17;;3465KD;DRIEBRUGGEN;O
H45010018 ;BURG DOORMANSTRAAT;18;;3465KE;DRIEBRUGGEN;O
H45010019 ;BURG DOORMANSTRAAT;19;;3465KD;DRIEBRUGGEN;O
H45010020 ;BURG DOORMANSTRAAT;20;;3465KE;DRIEBRUGGEN;O
H45010022 ;BURG DOORMANSTRAAT;22;;3465KE;DRIEBRUGGEN;O
H45010024 ;BURG DOORMANSTRAAT;24;;3465KE;DRIEBRUGGEN;O
H45010025 ;BURG DOORMANSTRAAT;25;;3465KD;DRIEBRUGGEN;O
H45010026 ;BURG DOORMANSTRAAT;26;;3465KE;DRIEBRUGGEN;O
H45010027 ;BURG DOORMANSTRAAT;27;;3465KD;DRIEBRUGGEN;O
H45010028 ;BURG DOORMANSTRAAT;28;;3465KE;DRIEBRUGGEN;O
H45010029 ;BURG DOORMANSTRAAT;29;;3465KD;DRIEBRUGGEN;O
H45010030A;BURG DOORMANSTRAAT;30;A;3465KE;DRIEBRUGGEN;O
H45010030B;BURG DOORMANSTRAAT;30;B;3465KE;DRIEBRUGGEN;O
H45010030C;BURG DOORMANSTRAAT;30;C;3465KE;DRIEBRUGGEN;O
H45010030D;BURG DOORMANSTRAAT;30;D;3465KE;DRIEBRUGGEN;O
H45010030E;BURG DOORMANSTRAAT;30;E;3465KE;DRIEBRUGGEN;O
H45010030F;BURG DOORMANSTRAAT;30;F;3465KE;DRIEBRUGGEN;O
H45010031 ;BURG DOORMANSTRAAT;31;;3465KD;DRIEBRUGGEN;O
H45010032 ;BURG DOORMANSTRAAT;32;;3465KE;DRIEBRUGGEN;O
H45010033 ;BURG DOORMANSTRAAT;33;;3465KD;DRIEBRUGGEN;O
H45010034 ;BURG DOORMANSTRAAT;34;;3465KE;DRIEBRUGGEN;O
H45010035 ;BURG DOORMANSTRAAT;35;;3465KD;DRIEBRUGGEN;O
H45010037 ;BURG DOORMANSTRAAT;37;;3465KD;DRIEBRUGGEN;O
H45010038 ;BURG DOORMANSTRAAT;38;;3465KE;DRIEBRUGGEN;O
H45010040 ;BURG DOORMANSTRAAT;40;;3465KE;DRIEBRUGGEN;O
H45010044 ;BURG DOORMANSTRAAT;44;;3465KE;DRIEBRUGGEN;O
H45010046 ;BURG DOORMANSTRAAT;46;;3465KE;DRIEBRUGGEN;O
H45010048 ;BURG DOORMANSTRAAT;48;;3465KE;DRIEBRUGGEN;O
H46510001 ;BURG BRINKMANHOF;1;;3465KR;DRIEBRUGGEN;O
H46510002 ;BURG BRINKMANHOF;2;;3465KR;DRIEBRUGGEN;O
H46510003 ;BURG BRINKMANHOF;3;;3465KR;DRIEBRUGGEN;O
H46510005 ;BURG BRINKMANHOF;5;;3465KR;DRIEBRUGGEN;O
H46510007 ;BURG BRINKMANHOF;7;;3465KR;DRIEBRUGGEN;O
H46510009 ;BURG BRINKMANHOF;9;;3465KR;DRIEBRUGGEN;O
H46510011 ;BURG BRINKMANHOF;11;;3465KR;DRIEBRUGGEN;O
H46510013 ;BURG BRINKMANHOF;13;;3465KR;DRIEBRUGGEN;O
H48010001 ;W POOLMANSTRAAT;1;;3465JW;DRIEBRUGGEN;O
H48010003 ;W POOLMANSTRAAT;3;;3465JW;DRIEBRUGGEN;O
H48010004 ;W POOLMANSTRAAT;4;;3465JX;DRIEBRUGGEN;O
H48010005 ;W POOLMANSTRAAT;5;;3465JW;DRIEBRUGGEN;O
H48010006 ;W POOLMANSTRAAT;6;;3465JX;DRIEBRUGGEN;O
H48010007 ;W POOLMANSTRAAT;7;;3465JW;DRIEBRUGGEN;O
H48010008 ;W POOLMANSTRAAT;8;;3465JX;DRIEBRUGGEN;O
H48010009 ;W POOLMANSTRAAT;9;;3465JW;DRIEBRUGGEN;O
